mesh,x,y,z
ADEL,0.10999121703207493,-2.4310853481292725,0.3333265781402588
ADEL,0.10999121703207493,-2.4351279735565186,0.3219318985939026
ADEL,0.11603648215532303,-2.4331066608428955,0.3276292383670807
ADEL,0.10394595190882683,-2.4331066608428955,0.3276292383670807
ADEL,0.10812761634588242,-2.4443687796592712,0.3325737193226814
ADEL,0.11185481771826744,-2.4443687796592712,0.3325737193226814
ADEL,0.10999121703207493,-2.444991946220398,0.3308173716068268
ADEL,0.10999121703207493,-2.4437456130981445,0.33433006703853607
ADEL,0.10668879747390747,-2.482283055782318,0.350103959441185
ADEL,0.1099621094763279,-2.482283055782318,0.350103959441185
ADEL,0.10832545347511768,-2.482830286026001,0.34856149554252625
ADEL,0.10832545347511768,-2.4817358255386353,0.35164642333984375
ADEL,0.09097396396100521,-2.5267197489738464,0.3697229325771332
ADEL,0.09384237974882126,-2.5277974009513855,0.3697229325771332
ADEL,0.09222800843417645,-2.527738094329834,0.3681804686784744
ADEL,0.09258833527565002,-2.526779055595398,0.37126539647579193
ADEL,0.05710841342806816,-2.568273901939392,0.3848998546600342
ADEL,0.05996694974601269,-2.569531202316284,0.3848998621106148
ADEL,0.05832749418914318,-2.569380462169647,0.383357398211956
ADEL,0.05874786898493767,-2.568424642086029,0.38644231855869293
ADEL,0.03692176192998886,-2.611662745475769,0.40025562793016434
ADEL,0.04017531871795654,-2.612021505832672,0.4002681225538254
ADEL,0.038488492369651794,-2.6124390959739685,0.3987402096390724
ADEL,0.03860858827829361,-2.6112451553344727,0.4017835408449173
ADEL,0.036551591008901596,-2.633132815361023,0.40839310735464096
ADEL,0.03980514779686928,-2.633491039276123,0.40841808915138245
ADEL,0.03811832144856453,-2.633961856365204,0.4069047272205353
ADEL,0.0365515872836113,-2.6470142006874084,0.4156114012002945
ADEL,0.03980514407157898,-2.6473724246025085,0.4156363978981972
ADEL,0.03811831772327423,-2.6478431820869446,0.41412303596735
ADEL,0.038238413631916046,-2.6465434432029724,0.41712476313114166
ADEL,0.0365515872836113,-2.709942877292633,0.45430441945791245
ADEL,0.03980514407157898,-2.710301399230957,0.45430876314640045
ADEL,0.03811831772327423,-2.710683763027191,0.4527733847498894
ADEL,0.038238413631916046,-2.709560513496399,0.4558397978544235
ADEL,0.036551591008901596,-2.770473062992096,0.4884026423096657
ADEL,0.03980514779686928,-2.7708166241645813,0.4883216992020607
